,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleType,SaleCondition,SalePrice,TotalSF,TotalBath,LotFrontageRatio
370,SC60,RL,0.0,8121.0,Pave,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,Gable,VinylSd,None,0.0,TA,PConc,TA,953.0,Ex,Y,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,TA,Attchd,RFn,460.0,TA,Y,100.0,40.0,0.0,0.0,0.0,0.0,WD,Normal,172400.0,3077.0,2.5,0.0
371,SC50,RL,80.0,17120.0,Pave,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4.0,Gable,Plywood,None,0.0,TA,CBlock,No,42.0,TA,Y,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,1.0,Gd,Detchd,Fin,680.0,TA,N,0.0,59.0,0.0,0.0,0.0,0.0,WD,Normal,134432.0,2310.0,2.0,0.004672897196261682
372,SC120,RL,50.0,7175.0,Pave,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6.0,Gable,Plywood,None,0.0,TA,CBlock,TA,744.0,TA,Y,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,No,Attchd,Unf,264.0,TA,Y,353.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,125000.0,1760.0,2.0,0.006968641114982578
373,SC20,RL,79.0,10634.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,Gable,MetalSd,None,0.0,TA,PConc,TA,608.0,TA,Y,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Attchd,Unf,270.0,TA,Y,66.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,123000.0,2197.0,2.0,0.007429001316531879
374,SC60,RL,65.0,8200.0,Pave,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,847.0,Ex,Y,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,1.0,Gd,BuiltIn,Fin,434.0,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,WD,Normal,219500.0,3209.0,2.5,0.007926829268292683
375,SC30,RL,0.0,10020.0,Pave,IR1,Low,Inside,Edwards,Norm,1Fam,1Story,2.0,Gable,Wd Sdng,None,0.0,Fa,BrkTil,Po,683.0,Gd,N,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,Fa,4.0,0.0,No,No,No,0.0,No,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,61000.0,1587.0,1.5,0.0
376,SC85,RL,57.0,8846.0,Pave,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,5.0,Gable,VinylSd,None,0.0,TA,PConc,TA,870.0,Ex,Y,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,No,Detchd,Unf,576.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,148000.0,2360.0,1.0,0.006443590323309971
377,SC60,FV,102.0,11143.0,Pave,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,8.0,Gable,CmentBd,None,0.0,TA,PConc,TA,1580.0,Ex,Y,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,8.0,1.0,Gd,Attchd,RFn,610.0,TA,Y,159.0,170.0,0.0,0.0,0.0,0.0,WD,Normal,340000.0,4656.0,3.0,0.00915372879834874
378,SC20,RL,88.0,11394.0,Pave,Reg,Lvl,Corner,StoneBr,Norm,1Fam,1Story,9.0,Hip,VinylSd,Stone,350.0,TA,PConc,TA,1856.0,Ex,Y,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,8.0,1.0,Ex,Attchd,Fin,834.0,TA,Y,113.0,0.0,0.0,0.0,0.0,0.0,New,Partial,340037.5,4546.0,2.5,0.007723363173600141
379,SC60,RL,60.0,8123.0,Pave,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6.0,Gable,VinylSd,BrkFace,16.0,TA,PConc,TA,982.0,Ex,Y,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,TA,Attchd,Fin,463.0,TA,Y,100.0,63.0,0.0,0.0,0.0,0.0,WD,Normal,179000.0,3245.0,2.5,0.00738643358365136
380,SC50,RL,50.0,5000.0,Pave,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5.0,Gable,Wd Sdng,None,0.0,TA,BrkTil,TA,1026.0,TA,Y,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,Gd,Detchd,Unf,308.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,127000.0,3025.0,2.0,0.01
381,SC20,FV,60.0,7200.0,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,Gd,1293.0,Ex,Y,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,Gd,Attchd,RFn,572.0,TA,Y,216.0,121.0,0.0,0.0,0.0,0.0,New,Partial,187750.0,3166.0,3.0,0.008333333333333333
382,SC60,RL,79.0,9245.0,Pave,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,939.0,Ex,Y,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,0.0,No,Attchd,RFn,639.0,TA,Y,144.0,53.0,0.0,0.0,0.0,0.0,WD,Normal,213500.0,3375.0,2.5,0.008545159545700379
383,SC45,RH,60.0,9000.0,Pave,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,6.0,Gable,Wd Sdng,None,0.0,TA,BrkTil,Fa,784.0,TA,N,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,No,Detchd,Unf,360.0,Fa,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,76000.0,1928.0,1.0,0.006666666666666667
384,SC60,RL,0.0,17673.5,Pave,IR2,Low,Corner,ClearCr,Feedr,1Fam,2Story,6.0,Gable,HdBoard,None,0.0,TA,PConc,TA,1580.0,Ex,Y,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,2.0,Fa,Attchd,Fin,501.0,TA,Y,216.0,170.0,0.0,0.0,0.0,0.0,WD,Normal,240000.0,4034.0,3.5,0.0
385,SC120,RL,43.0,3182.0,Pave,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8.0,Gable,VinylSd,BrkFace,16.0,TA,PConc,TA,1256.0,Ex,Y,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,1.0,TA,Attchd,Fin,430.0,TA,Y,146.0,20.0,0.0,0.0,0.0,0.0,WD,Normal,192000.0,2955.0,2.0,0.013513513513513514
386,SC50,RL,58.0,8410.0,Pave,Reg,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,5.0,Gambrel,VinylSd,None,0.0,Fa,PConc,TA,658.0,TA,Y,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,4.5,1.0,TA,8.0,0.0,No,No,No,0.0,No,N,0.0,151.0,0.0,0.0,0.0,0.0,WD,AdjLand,81000.0,1842.0,1.0,0.006896551724137931
387,SC80,RL,72.0,7200.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6.0,Hip,MetalSd,BrkFace,255.0,TA,CBlock,TA,1041.0,Ex,Y,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,Fa,Detchd,Unf,352.0,TA,Y,296.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,125000.0,2518.0,2.0,0.01
388,SC20,RL,93.0,9382.0,Pave,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7.0,Gable,VinylSd,BrkFace,125.0,TA,PConc,TA,1468.0,Ex,Y,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,No,Attchd,RFn,577.0,TA,Y,120.0,25.0,0.0,0.0,0.0,0.0,WD,Normal,191000.0,3524.0,2.0,0.009912598593050522
389,SC60,RL,96.0,12474.0,Pave,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,10.0,Gable,VinylSd,Stone,272.0,TA,PConc,TA,1682.0,Ex,Y,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,9.0,1.0,Ex,BuiltIn,Fin,846.0,TA,Y,196.0,134.0,0.0,0.0,0.0,0.0,New,Partial,340037.5,4860.0,3.5,0.007696007696007696
390,SC50,RL,50.0,8405.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5.0,Gable,MetalSd,None,0.0,TA,BrkTil,Gd,861.0,Ex,Y,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,0.0,No,Detchd,Unf,384.0,TA,Y,0.0,130.0,0.0,0.0,0.0,0.0,WD,Normal,119000.0,2612.0,2.0,0.00594883997620464
391,SC60,RL,71.0,12209.0,Pave,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,2Story,6.0,Gable,VinylSd,None,0.0,TA,PConc,TA,804.0,Ex,Y,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,TA,BuiltIn,Fin,560.0,TA,Y,125.0,170.0,0.0,0.0,0.0,0.0,WD,Normal,215000.0,3325.0,3.5,0.00581538209517569
392,SC20,RL,0.0,8339.0,Pave,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,Gable,MetalSd,None,0.0,TA,Slab,No,42.0,TA,Y,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Attchd,RFn,294.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,106500.0,1218.0,1.0,0.0
393,SC30,RL,0.0,7446.0,Pave,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4.0,Gable,Wd Shng,None,0.0,TA,CBlock,TA,788.0,TA,Y,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,2.0,TA,No,No,0.0,No,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,100000.0,1576.0,1.0,0.0
394,SC50,RL,60.0,10134.0,Pave,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5.0,Gable,MetalSd,None,0.0,TA,CBlock,TA,735.0,Gd,Y,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,No,Detchd,Unf,240.0,TA,Y,0.0,39.0,0.0,0.0,0.0,0.0,WD,Normal,109000.0,2009.0,1.0,0.005920663114268798
395,SC20,RL,68.0,9571.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5.0,Gable,Wd Sdng,None,0.0,TA,CBlock,TA,1144.0,TA,Y,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,No,Attchd,Unf,596.0,TA,Y,44.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,129000.0,2884.0,2.0,0.007104795737122558
396,SC20,RL,60.0,7200.0,Pave,Reg,Low,Inside,CollgCr,Norm,1Fam,1Story,5.0,Hip,MetalSd,None,0.0,TA,CBlock,TA,894.0,TA,Y,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,No,Detchd,RFn,600.0,TA,Y,215.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,123000.0,2388.0,1.0,0.008333333333333333
397,SC60,RL,69.0,7590.0,Pave,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,5.0,Gable,VinylSd,BrkFace,288.0,TA,CBlock,TA,864.0,TA,Y,876.0,936.0,0.0,1812.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,1.0,TA,Attchd,RFn,264.0,TA,Y,0.0,168.0,0.0,0.0,0.0,0.0,WD,Normal,169500.0,2940.0,2.0,0.00909090909090909
398,SC30,RM,60.0,8967.0,Pave,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,5.0,Gable,MetalSd,None,0.0,Fa,BrkTil,Po,961.0,Gd,Y,1077.0,0.0,0.0,1077.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,No,Detchd,Unf,338.0,Po,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Abnorml,67000.0,2376.0,1.0,0.006691201070592171
399,SC60,FV,65.0,8125.0,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7.0,Gable,CmentBd,Stone,100.0,TA,PConc,TA,1092.0,Ex,Y,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,0.0,No,Attchd,Fin,438.0,TA,Y,0.0,168.0,0.0,0.0,0.0,0.0,WD,Normal,241000.0,3080.0,3.0,0.008
400,SC120,RL,38.0,14963.0,Pave,IR2,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8.0,Gable,BrkFace,None,0.0,TA,PConc,TA,1260.0,Ex,Y,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,4.0,2.0,Gd,Attchd,Fin,500.0,TA,Y,120.0,30.0,0.0,0.0,0.0,0.0,WD,Normal,245500.0,3048.0,2.5,0.0025395976742631824
401,SC20,RL,65.0,8767.0,Pave,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,1310.0,Ex,Y,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,Gd,Attchd,Fin,400.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,New,Partial,164990.0,3020.0,2.0,0.007414166761720087
402,SC30,RL,60.0,10200.0,Pave,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,Gable,Wd Sdng,None,0.0,TA,PConc,TA,672.0,Ex,Y,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,No,Detchd,Unf,240.0,TA,N,168.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,108000.0,1584.0,1.0,0.0058823529411764705
403,SC60,RL,93.0,12090.0,Pave,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8.0,Hip,VinylSd,BrkFace,410.625,TA,PConc,TA,1141.0,Gd,Y,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,1.0,TA,BuiltIn,Fin,420.0,TA,Y,144.0,123.0,0.0,0.0,0.0,0.0,WD,Abnorml,258000.0,3824.0,2.5,0.007692307692307693
404,SC60,RL,0.0,10364.0,Pave,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,Gable,MetalSd,None,0.0,TA,PConc,TA,806.0,Gd,Y,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,TA,BuiltIn,Fin,373.0,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,WD,Normal,168000.0,2751.0,2.5,0.0
405,SC20,RL,0.0,9991.0,Pave,IR1,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4.0,Gable,Plywood,None,0.0,TA,CBlock,TA,1281.0,Ex,Y,1620.0,0.0,0.0,1620.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,1.0,TA,Attchd,Unf,490.0,TA,Y,120.0,78.0,0.0,0.0,0.0,0.0,WD,Normal,150000.0,3391.0,3.0,0.0
406,SC50,RL,51.0,10480.0,Pave,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6.0,Gable,MetalSd,None,0.0,TA,BrkTil,TA,1064.0,Ex,Y,1166.0,0.0,0.0,1639.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,No,Detchd,Unf,240.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,115000.0,2943.0,1.0,0.004866412213740458
407,SC70,RL,63.0,15576.0,Pave,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6.0,Gable,Plywood,None,0.0,TA,BrkTil,TA,840.0,Ex,Y,840.0,840.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,0.0,No,Attchd,Unf,308.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,177000.0,2828.0,2.0,0.004044684129429892
408,SC60,RL,109.0,14154.0,Pave,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,7.0,Gable,VinylSd,BrkFace,350.0,TA,PConc,Gd,1063.0,Ex,Y,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,1.0,Gd,Attchd,RFn,938.25,TA,Y,192.0,62.0,0.0,0.0,0.0,0.0,New,Partial,280000.0,4173.25,2.5,0.0077010032499646745
409,SC60,FV,85.0,10800.0,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8.0,Gable,VinylSd,Stone,100.0,TA,PConc,TA,1034.0,Ex,Y,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,1.0,Gd,Attchd,Fin,836.0,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,New,Partial,339750.0,3948.0,3.5,0.00787037037037037
410,SC20,RL,68.0,9571.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5.0,Gable,Brk Cmn,None,0.0,Fa,CBlock,Fa,1276.0,TA,Y,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Attchd,Unf,350.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,COD,Abnorml,60000.0,2902.0,1.0,0.007104795737122558
411,SC190,RL,100.0,17673.5,Pave,Reg,Bnk,Inside,Gilbert,Norm,2fmCon,1Story,5.0,Hip,Wd Sdng,None,0.0,TA,CBlock,TA,1056.0,TA,N,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Attchd,Fin,572.0,TA,Y,264.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,145000.0,2684.0,2.0,0.005658188813760715
412,SC20,FV,0.0,4403.0,Pave,IR2,Lvl,Inside,Somerst,Norm,1Fam,1Story,7.0,Gable,MetalSd,Stone,410.625,TA,PConc,TA,1470.0,Ex,Y,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,7.0,1.0,Gd,Attchd,Fin,484.0,TA,Y,0.0,144.0,0.0,0.0,0.0,0.0,New,Partial,222000.0,3432.0,3.5,0.0
413,SC30,RM,56.0,8960.0,Pave,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5.0,Gable,Wd Shng,None,0.0,TA,CBlock,TA,1008.0,Gd,Y,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,1.0,Gd,Detchd,Unf,360.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,115000.0,2396.0,1.0,0.00625
414,SC60,RL,59.0,11228.0,Pave,IR2,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,1080.0,Ex,Y,1080.0,1017.0,0.0,2097.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,1.0,TA,Attchd,Unf,678.0,TA,Y,196.0,170.0,0.0,0.0,0.0,0.0,WD,Normal,228000.0,3855.0,2.5,0.005254720342002138
415,SC20,RL,73.0,8899.0,Pave,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7.0,Gable,VinylSd,None,0.0,TA,PConc,TA,1340.0,Ex,Y,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,No,Attchd,Fin,396.0,TA,Y,100.0,30.0,0.0,0.0,0.0,0.0,New,Partial,181134.0,3076.0,2.0,0.008203168895381504
416,SC60,RL,74.0,7844.0,Pave,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6.0,Hip,HdBoard,BrkFace,203.0,TA,CBlock,TA,672.0,TA,Y,672.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,1.0,TA,Attchd,Fin,440.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,149500.0,2512.0,1.5,0.009433962264150943
417,SC70,RL,86.0,17673.5,Pave,IR1,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,6.0,Hip,Stucco,None,0.0,TA,BrkTil,TA,1370.0,TA,N,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,TA,10.0,1.0,Gd,Detchd,Unf,864.0,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,239000.0,4858.0,3.5,0.004866042379834215
418,SC50,RL,60.0,8160.0,Pave,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5.0,Gable,MetalSd,None,0.0,TA,BrkTil,TA,756.0,Fa,N,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,0.0,No,Detchd,Unf,240.0,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,WD,AdjLand,126000.0,2130.0,2.5,0.007352941176470588
419,SC20,RL,65.0,8450.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,Gable,VinylSd,None,0.0,TA,CBlock,TA,1056.0,Ex,Y,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,Fa,Attchd,Unf,304.0,TA,Y,0.0,85.0,0.0,0.0,0.0,0.0,WD,Normal,142000.0,2416.0,2.0,0.007692307692307693
420,SC90,RM,78.0,7060.0,Pave,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,7.0,Gable,VinylSd,BrkFace,200.0,Gd,PConc,Gd,1344.0,Ex,Y,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,1.0,TA,8.0,0.0,No,Attchd,Fin,784.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Alloca,206300.0,3472.0,4.0,0.01104815864022663
421,SC20,RL,0.0,16635.0,Pave,IR1,Lvl,FR2,NWAmes,Norm,1Fam,1Story,6.0,Gable,CmentBd,Stone,126.0,TA,CBlock,TA,1602.0,Gd,Y,1602.0,0.0,0.0,1602.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,1.0,TA,Attchd,Fin,529.0,TA,Y,240.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,215000.0,3733.0,2.0,0.0
422,SC20,RL,100.0,17673.5,Pave,Reg,HLS,Inside,Mitchel,Artery,1Fam,1Story,5.0,Hip,HdBoard,None,0.0,TA,CBlock,TA,988.0,Ex,Y,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,0.0,No,Attchd,RFn,520.0,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,113000.0,2496.0,1.0,0.005658188813760715
423,SC60,RL,80.0,9200.0,Pave,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8.0,Gable,VinylSd,BrkFace,410.625,TA,PConc,TA,1470.0,Gd,Y,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,1.0,TA,Attchd,Fin,696.0,TA,Y,0.0,66.0,0.0,0.0,0.0,0.0,WD,Normal,315000.0,4796.0,3.5,0.008695652173913044
424,SC20,RL,72.0,9000.0,Pave,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,Gable,Wd Sdng,BrkFace,74.0,TA,CBlock,TA,1196.0,Gd,Y,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,1.0,Gd,Attchd,RFn,297.0,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,WD,Normal,139000.0,2689.0,2.0,0.008
425,SC60,RM,60.0,3378.0,Pave,Reg,HLS,Inside,OldTown,Norm,1Fam,2Story,7.0,Gable,HdBoard,None,0.0,Gd,CBlock,TA,651.0,Gd,Y,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,2.0,Gd,Detchd,Unf,240.0,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,135000.0,2280.0,1.5,0.017761989342806393
426,SC80,RL,0.0,12800.0,Pave,Reg,Low,Inside,SawyerW,Norm,1Fam,SLvl,7.0,Gable,Wd Sdng,BrkFace,145.0,TA,PConc,TA,1518.0,Gd,Y,1644.0,0.0,0.0,1644.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,TA,Attchd,Fin,569.0,TA,Y,80.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,275000.0,3731.0,3.0,0.0
427,SC20,RL,77.0,8593.0,Pave,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.0,Hip,MetalSd,None,0.0,TA,CBlock,TA,907.0,Ex,Y,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,No,Detchd,Unf,352.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,109008.0,2166.0,1.0,0.00896078203188642
428,SC20,RL,64.0,6762.0,Pave,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,Gable,VinylSd,BrkFace,108.0,TA,PConc,TA,1208.0,Ex,Y,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,0.0,No,Attchd,RFn,628.0,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,New,Partial,195400.0,3044.0,3.0,0.009464655427388346
429,SC20,RL,130.0,11457.0,Pave,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,6.0,Gable,HdBoard,None,0.0,TA,CBlock,TA,1392.0,TA,Y,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,TA,Attchd,Unf,576.0,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,WD,Normal,175000.0,3380.0,3.0,0.011346774897442612
